longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-121.48,38.57,38,1145,324,596,288,1.78,114300
-121.48,38.56,52,814,216,327,181,2.8542,125000
-121.48,38.56,50,1587,448,877,380,2.0833,94300
-121.48,38.56,46,1476,344,688,353,2.7316,134700
-121.48,38.56,44,1151,263,518,258,2.0089,113600
-121.48,38.55,52,2508,360,832,345,7.1035,228700
-121.48,38.55,52,2216,333,714,327,4.8603,191900
-121.48,38.55,52,2037,358,811,375,4.3929,162500
-121.48,38.55,52,1684,309,675,296,4.1467,175000
-121.48,38.54,41,3364,685,1841,626,2.1975,73500
-121.48,38.53,43,1378,280,708,280,2.3542,103900
-121.48,38.53,38,1451,315,786,340,2.3487,101600
-121.48,38.53,37,1704,361,902,356,1.9837,62300
-121.48,38.52,36,1824,357,906,356,2.9911,96400
-121.48,38.52,34,2561,497,1583,530,3.1583,95800
-121.48,38.51,24,979,201,723,205,2.5926,72300
-121.48,38.5,23,2679,792,1740,659,1.3679,70300
-121.48,38.49,26,3165,806,2447,752,1.5908,78600
-121.48,38.46,8,10505,1777,6002,1694,4.0516,121200
-121.48,37.77,19,2364,373,1264,390,5.0176,274200
-121.48,36.49,28,1006,228,738,193,1.9722,210700
-121.49,39.52,25,848,153,436,155,3.9028,93800
-121.49,38.63,6,12197,2617,5634,2329,3.7449,129300
-121.49,38.62,8,15309,2996,7463,2885,3.9143,129700
-121.49,38.61,6,4391,974,1982,914,3.4291,105300
-121.49,38.59,20,463,180,486,190,1.0313,85000
-121.49,38.58,52,569,405,509,367,0.9196,137500
-121.49,38.58,52,2151,664,1146,603,1.4034,90300
-121.49,38.58,52,1000,324,456,250,1.4375,168800
-121.49,38.57,38,2410,967,1091,829,1.2209,87900
-121.49,38.56,52,1844,392,667,353,3.0033,103500
-121.49,38.56,42,900,239,506,231,1.2813,87500
-121.49,38.56,35,1521,457,987,455,1.9013,86900
-121.49,38.55,52,2515,460,836,442,3.3844,151100
-121.49,38.55,51,4280,632,1486,621,5.0359,224100
-121.49,38.54,47,2313,536,779,442,2.5639,123000
-121.49,38.54,37,1655,393,841,355,1.6932,78400
-121.49,38.53,42,1468,281,571,271,3.3906,124200
-121.49,38.53,40,2966,536,1225,505,3.125,130600
-121.49,38.52,37,1902,413,955,384,3.1014,96800
-121.49,38.51,18,700,169,260,128,2.9219,152900
-121.49,38.5,32,2364,439,1331,449,3.319,84500
-121.49,38.5,30,1715,271,842,263,3.0313,87900
-121.49,38.49,26,4629,832,2902,816,2.735,74600
-121.49,38.49,26,1557,301,986,300,2.6613,77700
-121.49,38.47,26,6121,1185,4224,1105,2.3496,68000
-121.5,39.83,15,1896,408,893,334,1.6948,87500
-121.5,38.63,6,693,143,276,151,3.1944,117000
-121.5,38.62,8,16679,3457,7919,3329,3.7188,134500
-121.5,38.59,43,88,21,119,19,1.725,67500
-121.5,38.58,5,761,306,2031,295,0.7526,162500
-121.5,38.58,20,4018,1220,1570,1122,2.5821,125000
-121.5,38.57,9,745,175,297,160,3.358,77500
-121.5,38.57,45,858,254,510,200,1.0114,80000
-121.5,38.57,44,1375,351,766,321,2.1719,87500
-121.5,38.56,46,2646,645,1684,616,1.128,123100
-121.5,38.55,52,2784,455,957,448,5.6402,209800
-121.5,38.55,49,4094,634,1363,659,5.2362,236800
-121.5,38.54,52,1145,133,334,138,8.338,405800
-121.5,38.54,44,1167,201,452,209,3.7344,179800
-121.5,38.53,39,3184,593,1188,572,4.6923,192000
-121.5,38.53,37,3642,684,1508,657,3.5231,114300
-121.5,38.49,32,4013,725,2032,675,3.3689,83400
-121.5,38.49,29,3606,690,2317,696,2.7368,78200
-121.5,38.34,36,1212,255,569,256,2.0048,72900
-121.51,39.97,22,1468,285,611,235,2.3036,73000
-121.51,38.58,42,1822,636,1372,560,1.2542,76000
-121.51,38.57,36,613,166,425,147,2.2031,93800
-121.51,38.55,45,3032,631,1341,597,2.8417,137900
-121.51,38.54,34,2815,479,1075,471,3.9792,164800
-121.51,38.53,36,2603,408,966,419,5.3135,216600
-121.51,38.53,34,1613,265,631,266,4.25,191900
-121.51,38.51,33,2918,439,1085,427,5.5208,171300
-121.51,38.51,31,1595,217,542,236,6.6112,251600
-121.51,38.5,25,4719,745,1857,739,5.0371,180200
-121.51,38.49,21,4426,790,1856,761,4.1,158300
-121.51,38.26,52,910,212,429,212,1.6458,52800
-121.51,37.02,19,2372,394,1142,365,4.0238,374600
-121.51,36.86,36,1019,168,602,169,2.625,210000
-121.52,39.49,30,1217,238,677,233,2.6563,63600
-121.52,39.48,21,2628,494,1364,468,2.0455,59400
-121.52,39.43,15,2119,389,1079,374,2.3566,80400
-121.52,39.12,37,102,17,29,14,4.125,72000
-121.52,38.9,32,1650,313,802,284,2.9048,98200
-121.52,38.59,35,6418,1545,3814,1496,1.6647,69100
-121.52,38.58,24,938,275,508,253,1.642,32500
-121.52,38.57,43,2360,471,1041,452,2.89,86200
-121.52,38.53,31,3089,585,1366,561,4.2885,160300
-121.52,38.53,30,3377,623,1289,594,3.5737,171200
-121.52,38.51,23,6876,1456,2942,1386,3.0963,156900
-121.52,38.5,19,4900,805,2519,855,4.8497,184400
-121.52,38.49,5,3344,800,1341,670,3.6196,152800
-121.52,37.75,18,1544,272,825,286,4.3229,327300
-121.53,39.53,35,1806,293,683,295,4.5156,91200
-121.53,39.52,24,1028,185,471,186,2.9688,86400
-121.53,39.49,19,1537,329,617,274,1.5313,50300
-121.53,39.44,26,1340,255,662,239,2.6071,57100
-121.53,39.19,27,2080,412,1082,382,2.5495,98300
-121.53,39.08,15,1810,441,1157,375,2.0469,55100
-121.53,38.61,5,8149,1913,2933,1616,3.6788,178800
-121.53,38.58,35,1316,321,732,336,2.1213,79200
-121.53,38.58,33,4988,1169,2414,1075,1.9728,76400
-121.53,38.57,34,3395,592,1518,627,4.0833,118500
-121.53,38.56,39,2438,483,1103,472,2.9375,86600
-121.53,38.51,20,6132,1324,2595,1174,3.1607,178900
-121.53,36.85,23,3359,725,1862,651,2.6719,193600
-121.54,40.06,17,858,262,47,27,2.4028,67500
-121.54,39.6,15,886,204,576,205,2.1467,84100
-121.54,39.5,38,1438,310,779,275,1.3289,39400
-121.54,39.48,29,2896,596,1809,617,1.8047,53800
-121.54,39.47,14,1724,315,939,302,2.4952,53900
-121.54,39.33,27,720,150,359,138,2.5313,61300
-121.54,39.13,18,4289,1021,2707,939,1.3375,59600
-121.54,39.12,17,4251,899,3265,934,2.3496,65000
-121.54,39.08,26,2276,460,1455,474,2.4695,58000
-121.54,38.59,40,2120,504,1304,464,2.0368,67800
-121.54,38.59,29,2242,493,1481,478,2.0781,74800
-121.54,38.58,30,4648,1252,2524,1089,1.3177,74300
-121.54,38.54,36,1672,302,969,337,3.0536,73100
-121.54,38.51,17,8482,1590,3362,1513,4.2216,217900
-121.54,38.49,6,9104,1535,3759,1481,5.1442,174500
-121.54,38.29,47,1396,254,630,218,2.8616,92500
-121.54,36.7,12,6758,1241,3918,1100,3.525,201700
-121.55,39.51,48,827,198,396,161,0.8024,58300
-121.55,39.51,39,1551,353,684,310,2.0357,57600
-121.55,39.5,26,3215,827,2041,737,1.0585,45100
-121.55,39.48,41,461,107,284,90,2.2045,41800
-121.55,39.45,18,2278,523,1185,475,1.3611,60600
-121.55,39.44,31,1434,283,811,289,1.7727,49000
-121.55,39.1,27,1783,441,1163,409,1.2857,47000
-121.55,39.06,25,1332,247,726,226,2.25,63400
-121.55,38.59,36,435,95,285,90,1.2292,69600
-121.55,38.55,10,6227,1164,2909,1077,4.106,115900
-121.55,38.51,22,2403,431,1088,421,3.9,146900
-121.55,38.51,14,5490,851,2415,837,6.5253,216800
-121.55,38.5,9,4868,738,2036,750,5.7621,204600
-121.55,37.37,39,759,141,252,106,3.6964,262500
-121.56,39.53,12,1733,421,1861,415,1.5771,65200
-121.56,39.52,9,818,197,358,197,1.7708,79500
-121.56,39.52,26,1957,429,945,397,1.7308,53600
-121.56,39.51,47,1064,245,603,190,1.3654,57900
-121.56,39.51,46,1885,385,871,347,1.6352,53100
-121.56,39.27,28,2332,395,1041,344,3.7125,116800
-121.56,39.16,35,2157,441,1009,409,1.5827,63000
-121.56,39.16,12,3349,642,2029,619,2.9647,88800
-121.56,39.13,17,2277,608,1607,562,1.5085,69700
-121.56,39.11,18,2171,480,1527,447,2.3011,57500
-121.56,39.1,28,2130,484,1195,439,1.3631,45500
-121.56,39.08,26,1377,289,761,267,1.4934,48300
-121.56,39.01,22,1891,340,1023,296,2.7303,99100
-121.56,38.58,32,2070,561,2046,523,1.9426,82300
-121.56,38.44,43,1485,270,653,251,3,141700
-121.56,37.08,17,6725,1051,3439,1027,6.4313,393100
-121.57,39.8,23,790,137,365,152,2.1912,115200
-121.57,39.78,18,2221,459,952,440,2.0458,105700
-121.57,39.76,20,1384,257,557,232,2.0882,104900
-121.57,39.74,17,1619,292,705,285,2.4623,126100
-121.57,39.5,31,2023,469,1073,436,1.5714,56100
-121.57,39.16,21,1872,302,870,301,3.725,84700
-121.57,39.16,18,1632,367,769,330,3.1029,71700
-121.57,39.13,30,442,103,413,88,1.5694,57900
-121.57,39.1,28,1442,333,832,286,1.8413,62300
-121.57,38.19,36,1395,264,700,244,2.4353,162500
-121.57,37.02,17,2889,624,2681,608,2.9417,178000
-121.57,36.98,14,5231,817,2634,799,4.9702,279800
-121.58,39.83,16,4591,904,1904,812,2.2419,93200
-121.58,39.79,19,2636,523,1184,465,2.7863,108600
-121.58,39.76,19,2487,485,1110,453,3.1061,110200
-121.58,39.76,18,1676,332,733,318,1.7875,103800
-121.58,39.52,25,2409,490,1384,479,1.9956,58000
-121.58,39.51,24,1865,372,1087,385,1.6389,56700
-121.58,39.5,29,1947,383,925,337,2.1658,57600
-121.58,39.16,36,1206,197,537,204,3.3611,79800
-121.58,39.15,34,1376,376,702,317,1.4946,55500
-121.58,39.14,52,662,160,520,149,0.8928,55000
-121.58,39.12,26,2796,629,2017,632,1.8355,61200
-121.58,38.81,25,778,135,340,155,1.7857,258300
-121.58,37.03,16,3120,685,2383,681,3.5551,198600
-121.58,37.02,27,2303,471,1447,467,3.2019,203600
-121.58,37.01,44,3192,565,1439,568,4.3693,234000
-121.58,37.01,15,2873,547,1582,567,5.1519,264700
-121.59,39.86,14,1527,269,665,261,2.8657,119600
-121.59,39.82,12,1958,369,875,354,2.3507,97600
-121.59,39.79,20,743,171,395,168,1.625,88300
-121.59,39.78,18,945,205,385,207,2.1838,58000
-121.59,39.78,16,2754,570,1063,543,1.4048,86500
-121.59,39.39,22,2515,482,1284,462,2.1776,73800
-121.59,39.15,48,1783,399,938,374,1.6652,58900
-121.59,39.14,41,1492,350,804,353,1.684,71300
-121.59,39.1,24,1107,261,768,205,1.7167,48800
-121.59,38.69,32,541,82,229,98,8.0379,383300
-121.59,37.19,52,220,32,55,26,15.0001,131300
-121.59,37.02,14,6355,1279,3704,1224,4.4233,228600
-121.59,37.01,16,6637,1171,3575,1162,4.3227,251500
-121.59,36.97,16,865,123,403,130,5.7396,308700
-121.59,36.55,34,737,140,362,138,5.1788,270000
-121.6,39.83,12,3744,699,1532,660,2.3079,95300
-121.6,39.8,10,1742,307,721,312,2.4537,117900
-121.6,39.79,18,2672,533,1151,532,2.567,102900
-121.6,39.77,26,1503,343,699,296,1.875,84000
-121.6,39.77,23,2263,497,1138,455,2.3403,87300
-121.6,39.76,22,2447,556,1157,556,1.8245,85500
-121.6,39.75,19,2888,591,984,499,1.9766,92600
-121.6,39.68,15,1677,345,844,330,2.3958,111200
-121.6,39.15,19,1396,336,940,309,1.5208,70300
-121.6,39.12,21,1299,338,1494,311,1.3348,225000
-121.6,37.91,13,2479,394,1075,350,5.1017,241400
-121.6,37.13,14,9483,1361,4108,1281,7.5,344500
-121.6,37.09,24,1511,318,1052,292,3.625,350000
-121.6,36.88,21,3416,624,1862,595,4.7813,241500
-121.6,36.81,18,1575,230,751,219,5.2203,286500
-121.61,39.77,25,1612,313,837,303,2.963,89500
-121.61,39.52,24,1610,324,909,323,1.8661,59800
-121.61,39.14,44,2035,476,1030,453,1.4661,65200
-121.61,39.13,21,1432,328,933,336,1.6823,83800
-121.61,37.86,30,1428,287,989,287,3.691,154400
-121.61,37.77,32,404,74,144,58,4.2083,125000
-121.61,37.06,21,5322,908,3011,895,5.5936,386800
-121.61,37.03,5,6529,1010,3071,977,5.6754,298500
-121.61,36.69,19,9899,2617,11272,2528,2.0244,118500
-121.61,36.68,37,3149,833,3456,788,2.8542,127600
-121.61,36.67,39,3260,821,3130,793,2.5224,119200
-121.62,41.78,40,3272,663,1467,553,1.7885,43500
-121.62,39.77,23,1759,366,788,359,1.8125,93500
-121.62,39.75,20,1173,261,523,258,1.0625,92800
-121.62,39.5,18,2105,416,974,385,1.6346,63300
-121.62,39.16,7,4480,776,2271,767,3.809,110700
-121.62,39.16,16,2037,464,1267,451,2.4556,97100
-121.62,39.15,36,2321,455,1168,489,3.0962,74000
-121.62,39.15,23,1984,528,1043,452,1.9375,65300
-121.62,39.14,41,2183,559,1202,506,1.6902,61500
-121.62,39.13,41,1317,309,856,337,1.6719,64100
-121.62,39.12,35,2787,587,1431,601,2.5469,65900
-121.62,39.12,26,1405,204,627,215,4.2188,94200
-121.62,39.11,5,2320,502,1245,489,3.2465,97200
-121.62,39.11,11,3519,577,1459,549,4.2792,123800
-121.62,39.09,21,2693,481,1337,435,3.8534,99700
-121.62,38.96,36,1826,329,1068,318,1.9797,118800
-121.62,37.61,26,1786,306,771,279,5.7239,430600
-121.62,37.09,37,1593,303,1030,287,3.9306,260700
-121.62,36.74,30,1337,253,838,247,5.0374,165400
-121.62,36.71,24,4195,706,2200,647,4.3451,177800
-121.62,36.69,12,512,144,767,149,2.2667,72900
-121.62,36.69,11,4712,1098,5982,1105,2.5986,135700
-121.62,36.68,43,2534,592,2448,603,2.4884,130500
-121.62,36.67,45,1827,408,1507,410,2.8942,129000
-121.62,36.67,31,2697,690,2220,665,2.5329,135200
-121.62,36.63,52,1437,298,836,257,3.6286,165500
-121.62,36.43,20,1335,290,717,243,4.7891,230600
-121.62,36.14,25,726,274,411,214,3.2375,450000
-121.63,40.92,23,1922,411,872,350,2.2337,64500
-121.63,39.78,28,1677,327,770,309,2.6823,93400
-121.63,39.76,22,2598,482,1151,490,2.8182,109700
-121.63,39.75,37,1296,296,569,257,1.8616,70500
-121.63,39.18,13,1907,347,821,367,2.0978,134000
-121.63,39.16,7,1879,444,1065,410,2.4183,103800
-121.63,39.15,27,336,60,195,68,5.3946,71800
-121.63,39.15,27,2991,637,1419,606,1.8849,73500
-121.63,39.15,16,1547,418,940,400,1.5613,72500
-121.63,39.14,39,1874,411,822,377,2.5038,68300
-121.63,39.13,26,2355,531,1047,497,1.8208,79500
-121.63,39.12,34,1991,348,804,344,3.4492,98800
-121.63,38.67,34,431,85,391,77,2.625,225000
-121.63,38.04,25,2019,411,888,326,3.2619,183800
-121.63,38.03,17,2549,596,1169,500,3.6694,209400
-121.63,37.12,17,1830,398,1110,388,2.4821,248200
-121.63,37.1,14,5034,797,2124,790,4.9028,335000
-121.63,36.71,19,5015,1013,3251,940,3.9818,152900
-121.63,36.67,34,2486,560,2443,557,2.5263,130400
-121.64,40.9,24,2237,434,834,318,1.7538,90300
-121.64,39.74,20,1808,334,763,335,2.3711,121800
-121.64,39.22,37,1189,248,627,219,3.8611,100000
-121.64,39.12,13,6408,1087,3294,1106,4.2656,110700
-121.64,39.11,18,3212,542,1817,508,3.3793,92900
-121.64,37.85,22,1999,415,967,320,4.4583,253900
-121.64,37.15,13,4780,798,2795,764,6.1684,288100
-121.64,36.82,18,1819,283,919,295,4.1696,222500
-121.64,36.74,30,2628,444,1372,432,4.1696,175000
-121.64,36.72,17,4203,816,2900,827,4.1742,159900
-121.64,36.7,32,4089,735,2927,713,4.1675,142500
-121.64,36.68,16,6568,1603,6012,1565,2.3463,156100
-121.64,36.67,28,256,66,214,60,3.0197,137500
-121.64,36.66,24,3174,506,1466,535,5.2285,248100
-121.65,40.88,15,2909,549,1537,522,3.0179,61300
-121.65,39.76,31,1599,318,794,303,3,96700
-121.65,39.53,23,1387,325,640,289,1.4833,65200
-121.65,39.35,24,1003,251,1098,227,1.7552,86400
-121.65,39.32,40,812,154,374,142,2.7891,73500
-121.65,39.16,16,5022,1103,2087,956,2.3963,114800
-121.65,39.13,11,4833,944,2336,841,2.6842,89100
-121.65,37.11,14,6006,914,2915,898,5.9356,321700
-121.65,36.85,20,2606,424,1361,426,4.5787,245100
-121.65,36.77,15,2191,358,1150,330,4.7969,227500
-121.65,36.7,29,4964,1056,2773,1036,3.0827,148100
-121.65,36.69,21,7884,2011,4907,1919,2.7367,160300
-121.65,36.67,52,2351,459,1169,439,2.8924,169600
-121.65,36.67,28,1926,556,1717,535,1.9385,123200
-121.65,36.66,42,4261,840,2013,801,3.5288,221000
-121.65,36.66,30,3745,767,1762,748,3.2355,214200
-121.66,39.15,22,2144,376,1200,370,3.4426,102400
-121.66,39.09,27,2098,372,1090,333,4.45,96200
-121.66,37.93,19,2055,358,1064,350,4.7426,263100
-121.66,36.89,15,2608,458,1531,457,5.5148,253500
-121.66,36.82,17,3921,654,1895,641,5.0092,238700
-121.66,36.71,27,4131,886,2002,815,3.2929,157500
-121.66,36.7,33,3252,630,2010,641,3.4222,158100
-121.66,36.69,6,10613,2485,7249,2375,3.7912,168900
-121.66,36.67,40,2878,592,1444,564,3.1439,192300
-121.66,36.67,40,2497,520,1275,508,3.1071,193100
-121.66,36.37,9,1580,287,465,208,6.1668,405800
-121.67,40.89,17,2548,537,1118,461,2.267,57800
-121.67,40.61,8,2411,463,786,297,2.1513,80400
-121.67,39.37,27,2599,502,1241,502,1.9943,86300
-121.67,39.34,22,1217,224,537,187,2.6607,84600
-121.67,39.26,29,3041,683,2106,687,1.6315,58000
-121.67,39.18,26,2121,375,1125,366,3.3958,94600
-121.67,39.14,22,2264,390,1056,403,3.6111,112300
-121.67,38.85,46,645,131,410,122,1.7417,110400
-121.67,38.54,13,6141,1019,2553,967,4.2432,326500
-121.67,37.99,22,1046,195,527,164,4.375,213500
-121.67,36.93,22,569,132,542,125,2.1875,187500
-121.67,36.68,38,5561,1292,3523,1253,2.8289,168300
-121.67,36.67,24,3071,544,1477,560,3.9219,222500
-121.67,36.66,19,9371,1980,4259,1882,3.6875,189700
-121.68,39.82,15,3996,748,1786,728,3.5189,141300
-121.68,39.29,29,1860,400,1137,365,1.5281,61600
-121.68,39.13,17,1969,297,717,268,3.4698,179700
-121.68,39.11,19,1366,220,596,203,4.0625,141700
-121.68,37.98,19,3388,599,1707,575,3.6411,162800
-121.68,37,19,3754,588,1692,550,6.7644,412600
-121.68,36.72,12,19234,4492,12153,4372,3.2652,152800
-121.69,39.36,29,2220,471,1170,428,2.3224,56200
-121.69,38.87,38,412,93,304,95,2.6597,86000
-121.69,38.16,46,2292,472,970,431,2.2888,94900
-121.69,37.95,15,1850,441,1348,403,3.8125,125400
-121.69,37.14,12,4077,590,1618,540,5.2951,386200
-121.69,36.96,23,1229,254,687,232,5.1433,305600
-121.69,36.81,18,2837,522,1454,458,4.5272,221000
-121.69,36.8,19,2164,410,1309,426,3.338,185300
-121.69,36.52,15,4037,586,1596,557,8.0922,390100
-121.7,39.37,32,1852,373,911,365,1.7885,57000
-121.7,39.36,46,1210,243,523,242,1.91,63900
-121.7,39.36,37,2330,495,1505,470,2.0474,56000
-121.7,38.65,22,1360,282,808,229,2.4167,225000
-121.7,38.6,16,2372,588,1400,583,2.8922,153600
-121.7,38.54,13,6819,1158,2828,1115,4.6225,226500
-121.7,37.98,9,3079,519,1562,512,5.1041,172900
-121.7,37.96,33,2396,452,1391,465,3.2813,151400
-121.7,37.94,36,1710,320,861,300,2.8828,131100
-121.7,37.93,19,2005,405,972,403,2.2216,156700
-121.7,37.93,10,3258,612,1779,558,4.6587,152500
-121.7,37.91,17,1962,291,825,267,4.8958,187100
-121.7,37.2,15,531,154,469,155,4.65,385700
-121.7,36.84,19,2511,465,1551,450,4.9107,231900
-121.7,36.77,21,2294,478,1306,430,3.0347,227200
-121.7,36.67,37,641,129,458,142,3.3456,252600
-121.7,36.6,19,3562,530,1607,505,5.0162,283100
-121.7,36.48,19,2150,479,1052,428,3.5039,288400
-121.71,39.42,21,1432,284,862,275,2.2813,57600
-121.71,39.41,22,1814,342,941,323,2.1728,59400
-121.71,38.72,32,710,155,550,154,2.8882,151400
-121.71,38.56,20,8627,1516,4071,1466,4.2198,164100
-121.71,37.99,27,3861,718,2085,707,3.3558,129700
-121.71,36.9,16,1680,285,1103,275,4.6125,253800
-121.71,36.88,19,2528,554,2332,492,3.7766,177000
-121.71,36.78,19,2371,324,944,332,5.9175,240200
-121.72,38.8,36,1069,228,567,190,1.9559,78400
-121.72,38.54,16,2790,624,1386,636,3.1908,194300
-121.72,38,7,7957,1314,4460,1293,4.9618,156500
-121.72,37.98,5,7105,1143,3523,1088,5.0468,168800
-121.72,37.7,17,1671,352,729,252,6.1023,450000
-121.72,37.16,21,1062,179,631,185,4.7386,394100
-121.73,38.56,30,3306,629,1623,648,2.8614,145200
-121.73,38.54,18,974,317,521,317,1.0633,137500
-121.73,38.13,40,1266,257,547,247,3.0288,164400
-121.73,38,3,9217,1522,3578,1272,5.0016,189100
-121.73,37.71,12,5608,1049,2595,1067,3.9864,200200
-121.73,36.93,29,2931,535,1954,506,3.2917,224700
-121.73,36.9,23,2392,721,3074,718,2.5195,136900
-121.73,36.86,28,827,178,703,144,4.4271,175700
-121.73,36.5,27,3184,520,1121,493,5.6383,377000
-121.74,39.59,24,1535,279,726,272,2.3833,95100
-121.74,39.38,27,2596,435,1100,409,2.3243,85500
-121.74,39.15,20,2302,412,1205,399,2.8,71200
-121.74,38.56,18,3960,1151,2248,1144,1.7257,179100
-121.74,38.15,22,1910,326,1001,345,4.8173,115800
-121.74,37.95,5,4980,774,2399,763,5.7104,186300
-121.74,37.35,34,440,90,217,93,5.2327,500001
-121.74,37.3,12,1961,280,985,269,6.7159,362700
-121.74,37.29,6,7292,1295,2468,1262,5.6411,294700
-121.74,36.92,29,1210,281,863,262,3.1062,156000
-121.74,36.92,17,2648,589,1193,540,2.4461,151700
-121.74,36.92,14,3355,695,1350,697,2.6506,164600
-121.74,36.79,16,3841,620,1799,611,4.3814,245300
-121.74,36.49,33,2952,565,1264,517,4.4209,274600
-121.74,36.47,28,1973,343,970,349,4.25,279100
-121.75,39.88,16,2867,559,1203,449,2.7143,95300
-121.75,39.4,29,1687,327,864,334,2.4943,81900
-121.75,38.67,9,12139,2640,6837,2358,3.125,132500
-121.75,38.55,33,2479,382,979,377,4.7308,236200
-121.75,38.55,26,4802,950,2199,939,3.7452,227700
-121.75,37.71,11,12070,2220,5826,2125,4.8624,192400
-121.75,37.68,35,1755,299,702,263,5.2443,183400
-121.75,37.35,18,1947,250,605,184,8.1871,500001
-121.75,37.3,23,1801,415,548,393,2.5052,133700
-121.75,37.29,15,1486,310,455,296,4.3365,221000
-121.75,37.11,18,3167,478,1414,482,6.8773,467700
-121.75,36.96,19,3461,634,2790,607,4.7569,190800
-121.75,36.95,27,1580,303,1066,306,4.7071,202700
-121.75,36.93,24,4026,881,2264,863,3.1327,218100
-121.75,36.92,46,1362,321,1068,305,2.4615,177800
-121.75,36.91,52,1211,447,1102,392,1.6875,161400
-121.75,36.91,32,1461,422,1494,416,2.8056,173200
-121.75,36.77,25,1851,418,1678,390,3.2937,135300
-121.75,36.76,32,1740,399,1563,389,2.7694,132400
-121.76,41.5,31,602,153,112,47,1.0667,34200
-121.76,38.94,48,540,110,234,74,3.6111,67500
-121.76,38.68,38,674,178,701,189,1.3942,69400
-121.76,38.66,17,5320,984,2866,928,4.1997,133400
-121.76,38.57,11,15018,3008,7984,2962,3.1371,201800
-121.76,38.55,23,8800,1857,6330,1832,2.065,219400
-121.76,37.7,9,3980,736,1705,679,5.7068,256700
-121.76,37.68,52,2157,418,929,419,3.7301,204400
-121.76,37.68,35,1864,357,1189,349,4.2361,177500
-121.76,37.68,32,1078,207,555,197,3.1856,186900
-121.76,37.67,6,3023,518,1225,468,6.3705,350000
-121.76,37.33,5,4153,719,2435,697,5.6306,286200
-121.76,37.3,6,3526,559,1378,491,6.1463,335500
-121.76,37.29,15,2267,348,1150,327,7.1267,277900
-121.76,37.28,17,660,129,431,123,4.9097,241000
-121.76,37.26,17,250,52,141,51,4.6458,500001
-121.76,37.23,16,4274,715,2240,704,5.4218,233900
-121.76,37,21,1416,269,779,200,3.1987,279800
-121.76,36.92,46,947,257,1120,264,3.4125,160700
-121.76,36.92,36,2096,409,1454,394,3.2216,238300
-121.76,36.92,20,2687,637,2154,610,2.6434,169700
-121.76,36.91,23,1276,437,1359,376,1.9609,155000
-121.76,36.83,28,1445,268,1017,284,3.6693,211000
-121.76,36.77,27,1608,503,2031,498,2.3384,121000
-121.77,39.66,20,3759,609,1705,600,4.712,158600
-121.77,38.76,32,1950,385,1145,363,2.8365,87900
-121.77,38.69,47,1697,318,775,276,3.4559,123100
-121.77,38.68,43,2559,598,1820,591,2.1927,107900
-121.77,38.67,45,2438,462,1415,510,2.8351,107200
-121.77,38.67,42,2670,518,1548,534,2.2794,108900
-121.77,38.01,13,2983,534,1417,510,3.9861,168100
-121.77,37.99,4,5623,780,2429,716,5.4409,205100
-121.77,37.74,25,494,81,254,85,9.1531,418800
-121.77,37.68,44,495,112,277,109,2.6667,179200
-121.77,37.68,36,1687,372,950,372,3.5532,158400
-121.77,37.67,20,8068,1217,3489,1259,5.7907,264200
-121.77,37.33,9,3160,468,1675,470,7.5443,348400
-121.77,37.33,8,3088,474,1799,456,7.2707,355300
-121.77,37.24,12,10236,1878,5674,1816,4.747,261100
-121.77,37.23,15,4713,769,2519,778,5.6958,253800
-121.77,37.22,16,3992,540,2097,555,6.7287,299300
-121.77,37.22,16,1617,306,667,264,4.5221,191100
-121.77,36.96,20,4228,816,2389,844,3.525,229100
-121.77,36.93,33,1406,317,1075,301,3.2813,190000
-121.77,36.93,24,1943,447,1844,461,3.0192,184300
-121.77,36.93,20,2587,547,1534,540,2.4375,190400
-121.77,36.92,9,4934,1112,3198,977,3.5,194800
-121.77,36.91,8,2715,750,2580,718,2.8348,162000
-121.77,36.87,37,424,65,266,64,3.3472,293800
-121.77,36.71,18,6601,1395,3562,1299,3.512,174800
-121.77,36.53,18,2321,358,803,341,10.1854,426000
-121.78,39.71,8,140,28,84,29,2.125,179200
-121.78,38.68,43,3766,847,1855,817,2.3468,119400
-121.78,38.67,38,2948,478,1123,460,4.0556,146900
-121.78,38.66,18,4224,632,1907,641,4.8226,139900
-121.78,38.55,12,10509,2186,5633,2138,2.9605,204300
-121.78,38.01,19,2688,469,1216,422,4.4491,133900
-121.78,38,8,2371,375,1094,396,5.3245,174500
-121.78,37.97,4,17032,2546,7653,2359,5.5601,213700
-121.78,37.69,35,2853,588,1761,572,4.3533,168400
-121.78,37.69,34,2358,498,1157,461,3.3618,174600
-121.78,37.68,17,3112,872,1392,680,3.0222,172500
-121.78,37.67,28,1773,278,804,269,4.8571,201100
-121.78,37.67,26,2211,344,1024,321,5.2649,199800
-121.78,37.66,25,1947,418,900,354,3.8523,193000
-121.78,37.34,21,1959,292,891,300,7.375,338400
-121.78,37.34,11,3195,410,1774,418,7.0671,378200
-121.78,37.33,10,2829,394,1510,386,6.68,359500
-121.78,37.31,25,2093,297,983,338,6.4664,271500
-121.78,37.24,17,2123,341,1067,339,6.0062,262700
-121.78,37.22,18,2127,387,1547,402,5.0958,217100
-121.78,36.93,21,2794,662,2236,565,2.4053,178400
-121.78,36.92,19,1515,253,975,266,4.3906,241200
-121.79,39.73,8,5690,1189,2887,1077,3.0625,116300
